index|chunk|cui|source|code|string
8906|Activity|C0441655|SNOMEDCT_US|257733005|Activity
8914| |-|-|-|-
8915|Limitation|C0449295|SNOMEDCT_US|246175000|Limitation
8925| of |-|-|-|-
8929|Patient|C0030705|SNOMEDCT_US|116154003|Patient
8936|:** |-|-|-|-
8940|Advised|C0557061|SNOMEDCT_US|223482009|Discussion
8947| to |-|-|-|-
8951|rest|C0035253|SNOMEDCT_US|258157001|Rest (observable entity)
8955| extensively; |-|-|-|-
8969|advised|C0557061|SNOMEDCT_US|223482009|Discussion
8976| to refrain from strenuous |-|-|-|-
9003|activities|C0441655|SNOMEDCT_US|257733005|Activity
9013|; |-|-|-|-
9015|advised|C0557061|SNOMEDCT_US|223482009|Discussion
9022| to refrain from intense |-|-|-|-
9047|activities|C0441655|SNOMEDCT_US|257733005|Activity
9057|  <NEW_LINE>- **|-|-|-|-
9064|Wound Management|C1272654|SNOMEDCT_US|385942004|Wound care management
9080|:** No requirement for |-|-|-|-
9103|suture removal|C0184936|SNOMEDCT_US|30549001|Removal of suture
9117|; please manage the |-|-|-|-
9137|wound|C0043250|SNOMEDCT_US|13924000|Wound
9142| as directed; please |-|-|-|-
9163|replace|C1299987|SNOMEDCT_US|370124000|REPLACED BY
9170| the |-|-|-|-
9175|dressing|C1305428|SNOMEDCT_US|129003000|Dressing
9183| as directed  <NEW_LINE>- **|-|-|-|-
9202|Dietary|C0012155|SNOMEDCT_US|41829006|Dietary finding
9209| Guidelines:** No |-|-|-|-
9227|specific|C0205369|SNOMEDCT_US|69658003|Specific
9235| |-|-|-|-
9236|dietary|C0012155|SNOMEDCT_US|41829006|Dietary finding
9243| |-|-|-|-
9244|restrictions|C0443288|SNOMEDCT_US|263856008|Restricted
9256|; |-|-|-|-
9258|continue|C0549178|SNOMEDCT_US|255238004|Continuous
9266| with usual |-|-|-|-
9278|diet|C0012155|SNOMEDCT_US|41829006|Dietary finding
9282|  <NEW_LINE><NEW_LINE>**Medicinal Products:**  <NEW_LINE>- **|-|-|-|-
9316|Gentamicin Sulfate|C0546866|SNOMEDCT_US|2249001|Gentamicin sulfate
9334|**: |-|-|-|-
9338|Ophthalmic Gentamicin|C0717784|SNOMEDCT_US|771959000|Product containing gentamicin in ocular dose form
9359| |-|-|-|-
9360|Solution|C0037633|SNOMEDCT_US|8537005|Solution
9368| 3 |-|-|-|-
9371|mg/mL|C0439294|SNOMEDCT_US|258798001|Milligram/milliliter
9376| 5 mL/|-|-|-|-
9382|bottle|C4319838|SNOMEDCT_US|732986007|Bottle
9388|  <NEW_LINE>  - |-|-|-|-
9395|Dose|C0869039|SNOMEDCT_US|408102007|Unit dose
9399|: 1 |-|-|-|-
9403|drop|C0015399|SNOMEDCT_US|385124005|Conventional release eye drops
9407| in the |-|-|-|-
9415|right eye|C0015399|<LOST>|<LOST>|Right eye structure
9424| |-|-|-|-
9425|four times daily|C0585291|SNOMEDCT_US|307439001|Four times daily
9441|  <NEW_LINE>  - |-|-|-|-
9448|Duration|C0449238|SNOMEDCT_US|103335007|Duration
9456|: 8 days |-|-|-|-
9465|following|C0332282|SNOMEDCT_US|255260001|Following
9474| |-|-|-|-
9475|discharge|C0012621|SNOMEDCT_US|75823008|Discharge
9484|  <NEW_LINE><NEW_LINE>- **|-|-|-|-
9492|Atropine Sulfate|C0596005|SNOMEDCT_US|74237004|Atropine sulfate
9508|**: |-|-|-|-
9512|Atropine Ophthalmic|C3209451|SNOMEDCT_US|771928002|Product containing atropine in ocular dose form
9531| |-|-|-|-
9532|Solution|C0037633|SNOMEDCT_US|8537005|Solution
9540| 1% 10 mL/|-|-|-|-
9550|bottle|C4319838|SNOMEDCT_US|732986007|Bottle
9556|  <NEW_LINE>  - |-|-|-|-
9563|Dose|C0869039|SNOMEDCT_US|408102007|Unit dose
9567|: 1 |-|-|-|-
9571|drop|C0015399|SNOMEDCT_US|385124005|Conventional release eye drops
9575| in the |-|-|-|-
9583|right eye|C0015399|<LOST>|<LOST>|Right eye structure
9592| |-|-|-|-
9593|every 12 hours|C0585327|SNOMEDCT_US|307470009|Every twelve hours
9607|  <NEW_LINE>  - |-|-|-|-
9614|Duration|C0449238|SNOMEDCT_US|103335007|Duration
9622|: 8 days |-|-|-|-
9631|following|C0332282|SNOMEDCT_US|255260001|Following
9640| |-|-|-|-
9641|discharge|C0012621|SNOMEDCT_US|75823008|Discharge
9650|  <NEW_LINE><NEW_LINE>- **|-|-|-|-
9658|Betamethasone Sodium Phosphate|C0700603|SNOMEDCT_US|116573006|Betamethasone sodium phosphate
9688|**: |-|-|-|-
9692|Betamethasone|C0005308|SNOMEDCT_US|116571008|Betamethasone
9705| |-|-|-|-
9706|Ophthalmic Solution|C0029083|SNOMEDCT_US|422060001|Conventional release eye solution
9725| 0.1% 5 mL/|-|-|-|-
9736|bottle|C4319838|SNOMEDCT_US|732986007|Bottle
9742|  <NEW_LINE>  - |-|-|-|-
9749|Dose|C0869039|SNOMEDCT_US|408102007|Unit dose
9753|: 1 |-|-|-|-
9757|drop|C0015399|SNOMEDCT_US|385124005|Conventional release eye drops
9761| in the |-|-|-|-
9769|right eye|C0015399|<LOST>|<LOST>|Right eye structure
9778| |-|-|-|-
9779|four times daily|C0585291|SNOMEDCT_US|307439001|Four times daily
9795|  <NEW_LINE>  - |-|-|-|-
9802|Duration|C0449238|SNOMEDCT_US|103335007|Duration
9810|: 8 days |-|-|-|-
9819|following|C0332282|SNOMEDCT_US|255260001|Following
9828| |-|-|-|-
9829|discharge|C0012621|SNOMEDCT_US|75823008|Discharge
9838|  <NEW_LINE><NEW_LINE>- **|-|-|-|-
9846|Tetracycline Hydrochloride|C0546879|SNOMEDCT_US|16355005|Tetracycline hydrochloride
9872|**: |-|-|-|-
9876|Tetracycline|C0039644|SNOMEDCT_US|372809001|Tetracycline
9888| |-|-|-|-
9889|Ophthalmic Ointment|C0304651|SNOMEDCT_US|385123004|Conventional release eye ointment
9908| 1% 5 g/tube  <NEW_LINE>  - |-|-|-|-
9927|Dose|C0869039|SNOMEDCT_US|408102007|Unit dose
9931|: 1 |-|-|-|-
9935|application|C0185125|SNOMEDCT_US|410618006|Application
9946| in the |-|-|-|-
9954|right eye|C0185125|<LOST>|<LOST>|Right eye structure
9963| |-|-|-|-
9964|at bedtime|C1275563|SNOMEDCT_US|396142006|Once a day, at bedtime
9974|  <NEW_LINE>  - |-|-|-|-
9981|Duration|C0449238|SNOMEDCT_US|103335007|Duration
9989|: 8 days |-|-|-|-
9998|following|C0332282|SNOMEDCT_US|255260001|Following
10007| |-|-|-|-
10008|discharge|C0012621|SNOMEDCT_US|75823008|Discharge
10017|  <NEW_LINE><NEW_LINE>- **|-|-|-|-
10025|Betamethasone Sodium Phosphate|C0700603|SNOMEDCT_US|116573006|Betamethasone sodium phosphate
10055|**: |-|-|-|-
10059|Betamethasone|C0005308|SNOMEDCT_US|116571008|Betamethasone
10072| |-|-|-|-
10073|Ophthalmic Solution|C0029083|SNOMEDCT_US|422060001|Conventional release eye solution
10092| 0.1% 5 mL/|-|-|-|-
10103|bottle|C4319838|SNOMEDCT_US|732986007|Bottle
10109|  <NEW_LINE>  - |-|-|-|-
10116|Dose|C0869039|SNOMEDCT_US|408102007|Unit dose
10120|: 1 |-|-|-|-
10124|drop|C0015399|SNOMEDCT_US|385124005|Conventional release eye drops
10128| in the |-|-|-|-
10136|left eye|C0015399|<LOST>|<LOST>|Left eye structure
10144| |-|-|-|-
10145|four times daily|C0585291|SNOMEDCT_US|307439001|Four times daily
10161|  <NEW_LINE>  - |-|-|-|-
10168|Duration|C0449238|SNOMEDCT_US|103335007|Duration
10176|: 8 days |-|-|-|-
10185|following|C0332282|SNOMEDCT_US|255260001|Following
10194| |-|-|-|-
10195|discharge|C0012621|SNOMEDCT_US|75823008|Discharge
10204|  <NEW_LINE><NEW_LINE>**Additional Information**  <NEW_LINE>- **|-|-|-|-
10241|Isolation Precautions|C0204727|SNOMEDCT_US|40174006|Isolation procedure
